Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
baker emoji,25,25,110,12,0.00,https://emojidb.org/bakery-emojis,0,0,0.00,0,6290000,"42, 33, 52, 52, 52, 42, 42, 66, 66, 52, 52, 66",2026-05-11,"Image pack, Video, Image, Related searches",informational,Organic
baker emoji,80,80,110,12,0.00,https://emojidb.org/follow-the-baker-emojis,0,0,0.00,0,6290000,"42, 33, 52, 52, 52, 42, 42, 66, 66, 52, 52, 66",2026-05-11,"Image pack, Video, Image, Related searches",informational,Organic
baker emoji,94,94,110,12,0.00,https://emojidb.org/baking-emojis,0,0,0.00,0,6290000,"42, 33, 52, 52, 52, 42, 42, 66, 66, 52, 52, 66",2026-05-11,"Image pack, Video, Image, Related searches",informational,Organic
copy and paste korean letters,33,33,260,12,0.00,https://emojidb.org/korea-emojis,0,0,0.00,0.33,136,"43, 53, 53, 100, 53, 35, 66, 53, 66, 66, 53, 66",2026-05-30,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
neurodiversity emoji,2,2,40,12,0.00,https://emojidb.org/neurodiversity-emojis,5,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
neurodiversity emoji,53,53,40,12,0.00,https://emojidb.org/neurodiversity-neurodivergent-emojis,0,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
neurodiversity emoji,74,74,40,12,0.00,https://emojidb.org/neurotypical-emojis,0,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
neurodiversity emoji,78,78,40,12,0.00,https://emojidb.org/neurodivergemt-emojis,0,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
neurodiversity emoji,81,81,40,12,0.00,https://emojidb.org/autism-emojis,0,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
neurodiversity emoji,84,84,40,12,0.00,https://emojidb.org/neurodivergencia-emojis,0,0,0.00,0.33,108,"78, 14, 28, 64, 50, 14, 14, 14, 14, 14, 14, 14",2026-06-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
border copy and paste,5,5,1900,12,0.00,https://emojidb.org/border-emojis,83,0.01,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,37,37,1900,12,0.00,https://emojidb.org/side-border-emojis,1,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,46,46,1900,12,0.00,https://emojidb.org/text-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,48,48,1900,12,0.00,https://emojidb.org/text-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,53,53,1900,12,0.00,https://emojidb.org/cute-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,57,57,1900,12,0.00,https://emojidb.org/borders-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,60,60,1900,12,0.00,https://emojidb.org/side-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,63,63,1900,12,0.00,https://emojidb.org/border-kaomoji-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,64,64,1900,12,0.00,https://emojidb.org/aesthetic-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,67,67,1900,12,0.00,https://emojidb.org/line-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,69,69,1900,12,0.00,https://emojidb.org/aesthetic-border-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,72,72,1900,12,0.00,https://emojidb.org/fancy-borders-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
border copy and paste,75,75,1900,12,0.00,https://emojidb.org/border-line-emojis,0,0,0.00,0,104,"65, 55, 55, 44, 55, 82, 65, 82, 65, 82, 65, 100",2026-05-18,"Image pack, Related searches",informational,Organic
pu emoji,1,1,30,12,0.60,https://emojidb.org/pu-emojis,3,0,1.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,5,5,30,12,0.60,https://emojidb.org/%F0%9F%8C%99pu-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,18,18,30,12,0.60,https://emojidb.org/pu%E2%9C%BF-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,23,23,30,12,0.60,https://emojidb.org/pu%E2%9C%BF-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,55,55,30,12,0.60,https://emojidb.org/puuuh-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,58,58,30,12,0.60,https://emojidb.org/winnie-the-pooh-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,73,73,30,12,0.60,https://emojidb.org/puh-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,74,74,30,12,0.60,https://emojidb.org/p.o-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,75,75,30,12,0.60,https://emojidb.org/pui-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,76,76,30,12,0.60,https://emojidb.org/phu-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,77,77,30,12,0.60,https://emojidb.org/p-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,78,78,30,12,0.60,https://emojidb.org/po-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,79,79,30,12,0.60,https://emojidb.org/%E2%9A%9Apo-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pu emoji,95,95,30,12,0.60,https://emojidb.org/guo-pu-emojis,0,0,0.00,0.66,4990000,"0, 100, 0, 0, 64, 0, 0, 100, 0, 0, 0, 7",2026-05-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
nickname for hafsa,81,81,50,12,0.00,https://emojidb.org/hafsa-emojis,0,0,0.00,0.33,96,"18, 18, 100, 18, 18, 18, 18, 100, 18, 100, 100, 18",2026-05-07,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
symbols for a mandala,61,61,480,12,0.00,https://emojidb.org/mandala-emojis,0,0,0.00,0.27,7450000,"15, 36, 67, 67, 100, 67, 15, 81, 0, 67, 81, 67",2026-04-27,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
moon phase symbols,34,34,390,12,0.00,https://emojidb.org/moon-phases-emojis,0,0,0.00,0.62,19500000,"100, 66, 66, 81, 66, 66, 66, 100, 81, 81, 66, 66",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
moon phase symbols,74,74,390,12,0.00,https://emojidb.org/moon-emojis,0,0,0.00,0.62,19500000,"100, 66, 66, 81, 66, 66, 66, 100, 81, 81, 66, 66",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
annabelle get them font,12,12,70,12,0.00,https://emojidb.org/annabelle-get-them-small-text-emojis,0,0,0.00,0,33400000,"0, 0, 0, 0, 0, 100, 80, 33, 42, 33, 23, 19",2026-05-07,"Video, Image, Related searches",transactional,Organic
emoji gold ring,5,5,50,12,0.00,https://emojidb.org/gold-ring-emojis,1,0,0.00,0.11,13400000,"11, 100, 11, 11, 11, 64, 23, 11, 11, 41, 11, 11",2026-04-21,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
mlg emoji,2,2,40,12,0.00,https://emojidb.org/MLG-emojis,3,0,0.00,0.33,691000,"9, 9, 9, 9, 9, 9, 66, 52, 9, 9, 9, 9",2026-05-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
mlg emoji,26,26,40,12,0.00,https://emojidb.org/mlg-meme-emojis,0,0,0.00,0.33,691000,"9, 9, 9, 9, 9, 9, 66, 52, 9, 9, 9, 9",2026-05-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
yellow flowers that look like tulips,87,87,40,12,0.00,https://emojidb.org/yellow-tulips-emojis,0,0,0.00,0.43,188,"64, 64, 11, 11, 11, 11, 11, 11, 11, 11, 11, 64",2026-06-02,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
yellow flowers that look like tulips,88,88,40,12,0.00,https://emojidb.org/yellow-tulips-emojis,0,0,0.00,0.43,188,"64, 64, 11, 11, 11, 11, 11, 11, 11, 11, 11, 64",2026-06-02,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
red circle green circle,10,10,70,12,0.00,https://emojidb.org/green-and-red-circle-emojis,0,0,0.00,0.33,126,"14, 78, 14, 14, 14, 78, 50, 64, 100, 64, 50, 64",2026-06-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
agartha emoji,1,1,40,12,0.00,https://emojidb.org/agartha-emojis,9,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
agartha emoji,10,10,40,12,0.00,https://emojidb.org/agatha-all-along-emojis,0,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
agartha emoji,14,14,40,12,0.00,https://emojidb.org/agatha-emojis,0,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
agartha emoji,15,15,40,12,0.00,https://emojidb.org/agetha-emojis,0,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
agartha emoji,17,17,40,12,0.00,https://emojidb.org/agatha-all-along-emojis,0,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
agartha emoji,67,67,40,12,0.00,https://emojidb.org/agatha-emojis,0,0,0.00,0.33,68300,"0, 0, 0, 11, 100, 29, 82, 23, 29, 11, 23, 11",2026-04-27,"Video, Image, People also ask, Related searches",informational,Organic
sign frog,87,87,50,12,0.00,https://emojidb.org/frog-symbol-emojis,0,0,0.00,0.33,360000000,"0, 18, 100, 100, 100, 18, 18, 18, 100, 18, 18, 18",2026-05-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
bulgarian flag emoji,14,14,110,12,0.00,https://emojidb.org/bulgaria-flag-emojis,0,0,0.00,0,99,"64, 50, 100, 78, 78, 50, 78, 78, 78, 78, 64, 64",2026-04-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
bulgarian flag emoji,67,67,110,12,0.00,https://emojidb.org/bulgaria-emojis,0,0,0.00,0,99,"64, 50, 100, 78, 78, 50, 78, 78, 78, 78, 64, 64",2026-04-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
bulgarian flag emoji,77,77,110,12,0.00,https://emojidb.org/bulgarian-emojis,0,0,0.00,0,99,"64, 50, 100, 78, 78, 50, 78, 78, 78, 78, 64, 64",2026-04-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
getting ready emoji,1,1,40,12,0.00,https://emojidb.org/getting-ready-emojis,5,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,8,8,40,12,0.00,https://emojidb.org/get-ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,18,18,40,12,0.00,https://emojidb.org/ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,20,20,40,12,0.00,https://emojidb.org/ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,32,32,40,12,0.00,https://emojidb.org/i-am-ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,39,39,40,12,0.00,https://emojidb.org/ready$-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,46,46,40,12,0.00,https://emojidb.org/ready-set-go-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,50,50,40,12,0.00,https://emojidb.org/ready-set-go-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,53,53,40,12,0.00,https://emojidb.org/im-ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,56,56,40,12,0.00,https://emojidb.org/get-dressed-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,58,58,40,12,0.00,https://emojidb.org/ready-for-dev-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,60,60,40,12,0.00,https://emojidb.org/get-up-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,62,62,40,12,0.00,https://emojidb.org/preparation-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,64,64,40,12,0.00,https://emojidb.org/grwm-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,66,66,40,12,0.00,https://emojidb.org/soon-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,68,68,40,12,0.00,https://emojidb.org/waiting-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,71,71,40,12,0.00,https://emojidb.org/get-dressed-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,73,73,40,12,0.00,https://emojidb.org/stay-ready-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,80,80,40,12,0.00,https://emojidb.org/preparation-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,83,83,40,12,0.00,https://emojidb.org/soon-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,87,87,40,12,0.00,https://emojidb.org/waiting-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,89,89,40,12,0.00,https://emojidb.org/coming-soon-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,91,91,40,12,0.00,https://emojidb.org/lately-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,93,93,40,12,0.00,https://emojidb.org/cute-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,95,95,40,12,0.00,https://emojidb.org/done-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,97,97,40,12,0.00,https://emojidb.org/welcome-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
getting ready emoji,99,99,40,12,0.00,https://emojidb.org/pretty-emojis,0,0,0.00,0.33,106,"9, 9, 9, 9, 9, 52, 52, 9, 9, 9, 9, 9",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
symbols long,2,2,40,12,0.00,https://emojidb.org/long-symbols-emojis,5,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,20,20,40,12,0.00,https://emojidb.org/long-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,33,33,40,12,0.00,https://emojidb.org/symbol-long-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,55,55,40,12,0.00,https://emojidb.org/long-symbol-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,64,64,40,12,0.00,https://emojidb.org/aesthetic-symbols-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,69,69,40,12,0.00,https://emojidb.org/long-line-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,70,70,40,12,0.00,https://emojidb.org/long-text-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,71,71,40,12,0.00,https://emojidb.org/cute-long-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,72,72,40,12,0.00,https://emojidb.org/long-fonts-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,73,73,40,12,0.00,https://emojidb.org/symbol-panjang-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,74,74,40,12,0.00,https://emojidb.org/long-lines-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,75,75,40,12,0.00,https://emojidb.org/longest-text-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,76,76,40,12,0.00,https://emojidb.org/cute-long-design-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,77,77,40,12,0.00,https://emojidb.org/long-cute-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,78,78,40,12,0.00,https://emojidb.org/long-cute-text-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,79,79,40,12,0.00,https://emojidb.org/bio-symbols-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,80,80,40,12,0.00,https://emojidb.org/very-very-long-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,81,81,40,12,0.00,https://emojidb.org/very-long-text-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,82,82,40,12,0.00,https://emojidb.org/big-symbol-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,83,83,40,12,0.00,https://emojidb.org/long-line-and-aesthetic-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,84,84,40,12,0.00,https://emojidb.org/life-long-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,85,85,40,12,0.00,https://emojidb.org/panjang-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,86,86,40,12,0.00,https://emojidb.org/simboli-lunghi-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,87,87,40,12,0.00,https://emojidb.org/long-captions-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,88,88,40,12,0.00,https://emojidb.org/simbol-panjang-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,89,89,40,12,0.00,https://emojidb.org/simbol-aesthetic-panjang-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,90,90,40,12,0.00,https://emojidb.org/long-bio-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
symbols long,91,91,40,12,0.00,https://emojidb.org/simbolos-largos-emojis,0,0,0.00,0.33,106,"14, 50, 100, 14, 14, 78, 14, 14, 14, 14, 14, 14",2026-04-22,"Image pack, Related searches",navigational,Organic
